"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","315","315","315","0.123","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.168","Sat, 01 Nov 2025 21:58:01 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.32.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","191","191","191","0.074","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.166","Sat, 01 Nov 2025 21:57:48 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.32.5","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","316","316","316","0.123","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.175","Sat, 01 Nov 2025 21:58:01 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1928","1928","1928","0.751","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.108","Sat, 01 Nov 2025 21:23:45 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.5","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/uploads/elementor/thumbs/laurel-tree-counseling-logo-oxr38qckmp61a8m9o8xqine0n0van63pkfcspznvfs.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","8944","8944","8944","3.485","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.111","Fri, 24 Nov 2023 22:13:37 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/thumbs/laurel-tree-counseling-logo-oxr38qckmp61a8m9o8xqine0n0van63pkfcspznvfs.png","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.32.3","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2920","2920","2920","1.138","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.110","Sat, 01 Nov 2025 21:36:06 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.32.3","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","5233","5233","5233","2.039","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.104","Fri, 24 Nov 2023 20:46:21 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.32.5","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","20904","20904","20904","8.146","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.106","Sat, 01 Nov 2025 21:57:57 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.32.5","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.32.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","254","254","254","0.099","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.100","Sat, 01 Nov 2025 21:57:48 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.32.5","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","14069","14069","14069","5.482","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.106","Sat, 01 Nov 2025 21:58:01 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1756071190","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1023","1023","1023","0.399","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.103","Sun, 24 Aug 2025 21:33:10 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1756071190","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.32.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","8773","8773","8773","3.419","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.101","Sat, 01 Nov 2025 21:57:47 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.32.5","2025-11-24 20:30:33"
"https://laureltreecounseling.com/about/","text/html; charset=UTF-8","200","OK","Indexable","","About | Laurel Tree Counseling","30","274","","0","0","","0","","0","Follow Us","9","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://laureltreecounseling.com/about/","","","","","","50665","12932","12932","5.039","","153","23","6.652","36.965","Hard","2.478","1","1","","13","6","0","100.000","15","6","0","1","1","0","","","","","6fdc17df0639d4f6dca379542247dfa8","0.922","","","","","en-US","1.1","","","","","","https://laureltreecounseling.com/about/","2025-11-24 20:30:32"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.32.5","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","11618","11618","11618","4.527","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.191","Sat, 01 Nov 2025 21:57:57 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.32.5","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/uploads/2025/08/sample-hero-image.jpeg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","41097","41097","41097","16.015","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.035","Mon, 25 Aug 2025 01:11:40 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/2025/08/sample-hero-image.jpeg","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.32.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4138","4138","4138","1.613","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.195","Sat, 01 Nov 2025 21:36:05 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.32.3","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1416","1416","1416","0.552","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.192","Sat, 01 Nov 2025 21:23:45 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.5","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.32.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1321","1321","1321","0.515","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.107","Sat, 01 Nov 2025 21:57:48 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.32.5","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","34296","34296","34296","13.365","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.112","Fri, 24 Nov 2023 20:46:21 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","2025-11-24 20:30:33"
"https://laureltreecounseling.com/our-services/","text/html; charset=UTF-8","200","OK","Indexable","","Our Services | Laurel Tree Counseling","37","334","","0","0","","0","","0","Our Services","12","Follow Us","9","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://laureltreecounseling.com/our-services/","","","","","","56325","13850","13850","5.397","","257","44","5.841","43.557","Hard","3.463","1","1","","13","6","0","100.000","15","6","0","2","1","0","","","","","67b466d9f7daae5c9864d72824b3c510","0.865","","","","","en-US","1.1","","","","","","https://laureltreecounseling.com/our-services/","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-102.css?ver=1762036535","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1335","1335","1335","0.520","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.036","Sat, 01 Nov 2025 22:35:35 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-102.css?ver=1762036535","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min.js?ver=52073c7b","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","32083","32083","32083","12.502","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.106","Sun, 24 Aug 2025 21:26:38 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min.js?ver=52073c7b","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.32.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","402","402","402","0.157","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.104","Sat, 01 Nov 2025 21:57:48 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.32.5","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.32.3","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","7341","7341","7341","2.861","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.098","Sat, 01 Nov 2025 21:36:08 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.32.3","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","8134","8134","8134","3.170","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.103","Sat, 01 Nov 2025 21:36:08 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.44.0","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4656","4656","4656","1.814","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.180","Sat, 01 Nov 2025 21:58:01 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.44.0","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1756071184","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4572","4572","4572","1.782","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.167","Sun, 24 Aug 2025 21:33:04 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1756071184","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.32.3","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","12165","12165","12165","4.740","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.102","Sat, 01 Nov 2025 21:36:06 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.32.3","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","7751","7751","7751","3.020","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.103","Sun, 24 Aug 2025 21:23:47 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.32.5","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2589","2589","2589","1.009","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.103","Sat, 01 Nov 2025 21:58:00 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.32.5","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","315","315","315","0.123","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.102","Sat, 01 Nov 2025 21:58:01 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=3.4.5","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","590","590","590","0.230","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.105","Sat, 01 Nov 2025 21:23:45 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=3.4.5","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=52073c7b","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4973","4973","4973","1.938","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.106","Sun, 24 Aug 2025 21:26:38 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=52073c7b","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1649","1649","1649","0.643","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.104","Sat, 01 Nov 2025 21:23:45 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.5","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-297.css?ver=1762040498","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","679","679","679","0.265","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.167","Sat, 01 Nov 2025 23:41:38 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-297.css?ver=1762040498","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-134.css?ver=1762034440","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","275","275","275","0.107","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.167","Sat, 01 Nov 2025 22:00:40 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-134.css?ver=1762034440","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-9.css?ver=1762201124","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","232","232","232","0.090","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.102","Mon, 03 Nov 2025 20:18:44 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-9.css?ver=1762201124","2025-11-24 20:30:34"
"https://laureltreecounseling.com/contact/","text/html; charset=UTF-8","200","OK","Indexable","","Contact | Laurel Tree Counseling","32","291","","0","0","","0","","0","Follow Us","9","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://laureltreecounseling.com/contact/","","","","","","56515","13976","13976","5.446","","161","27","5.963","57.330","Fairly Hard","2.142","1","1","","13","6","0","100.000","15","6","0","1","1","0","","","","","bbcbdf02c7f675dd9323d94e7310fe68","1.105","","","","","en-US","1.1","","","","","","https://laureltreecounseling.com/contact/","2025-11-24 20:30:33"
